id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,result_margin,eliminator,method,umpire1,umpire2,venue
262,2012,Delhi,2012-05-20,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,tie,0,Sunrisers Hyderabad,0,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
263,2012,Lucknow,2012-03-18,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,runs,0,Chennai Super Kings,9,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
264,2012,Kolkata,2012-04-21,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,1,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
265,2012,Bangalore,2012-05-19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,25,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
266,2012,Ahmedabad,2012-05-25,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
267,2012,Delhi,2012-05-20,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,runs,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
268,2012,Lucknow,2012-03-20,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Lucknow Super Giants,8,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
269,2012,Kolkata,2012-05-28,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
270,2012,Bangalore,2012-03-20,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
271,2012,Ahmedabad,2012-05-21,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,runs,0,Gujarat Titans,31,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
272,2012,Delhi,2012-05-05,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,runs,0,Delhi Capitals,28,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
273,2012,Lucknow,2012-03-20,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
274,2012,Kolkata,2012-05-25,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,31,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
275,2012,Bangalore,2012-04-21,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
276,2012,Ahmedabad,2012-03-20,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,runs,0,Rajasthan Royals,1,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
277,2012,Delhi,2012-05-01,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,13,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
278,2012,Lucknow,2012-03-16,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
279,2012,Kolkata,2012-04-26,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,20,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
280,2012,Bangalore,2012-05-02,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
281,2012,Ahmedabad,2012-04-20,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
282,2012,Delhi,2012-04-26,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,wickets,0,Delhi Capitals,4,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
283,2012,Lucknow,2012-04-14,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
284,2012,Kolkata,2012-04-13,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
285,2012,Bangalore,2012-04-02,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,runs,0,Royal Challengers Bangalore,16,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
286,2012,Ahmedabad,2012-05-06,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
287,2012,Delhi,2012-04-06,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
288,2012,Lucknow,2012-03-25,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,wickets,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
289,2012,Kolkata,2012-04-23,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
290,2012,Bangalore,2012-04-07,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,0,Mumbai Indians,8,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
291,2012,Ahmedabad,2012-03-21,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,runs,0,Rajasthan Royals,10,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
292,2012,Delhi,2012-04-07,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,wickets,0,Delhi Capitals,8,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
293,2012,Lucknow,2012-05-26,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
294,2012,Kolkata,2012-05-06,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
295,2012,Bangalore,2012-04-19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,runs,0,Mumbai Indians,54,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
296,2012,Ahmedabad,2012-05-28,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,runs,0,Rajasthan Royals,24,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
297,2012,Delhi,2012-05-28,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,runs,0,Sunrisers Hyderabad,47,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
298,2012,Lucknow,2012-04-13,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,runs,0,Lucknow Super Giants,27,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
299,2012,Kolkata,2012-03-15,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
300,2012,Bangalore,2012-04-06,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
301,2012,Ahmedabad,2012-05-09,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Gujarat Titans,7,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
302,2012,Delhi,2012-04-24,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,wickets,0,Delhi Capitals,2,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
303,2012,Lucknow,2012-05-03,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
304,2012,Kolkata,2012-03-16,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,8,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
305,2012,Bangalore,2012-04-08,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,75,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
306,2012,Ahmedabad,2012-04-03,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,1,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
307,2012,Delhi,2012-03-24,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,12,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
308,2012,Lucknow,2012-04-06,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
309,2012,Kolkata,2012-04-05,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,18,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
310,2012,Bangalore,2012-05-16,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,0,Mumbai Indians,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
311,2012,Ahmedabad,2012-03-14,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,runs,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
312,2012,Delhi,2012-03-18,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,16,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
313,2012,Lucknow,2012-03-26,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
314,2012,Kolkata,2012-03-07,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
315,2012,Bangalore,2012-04-26,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,14,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
316,2012,Ahmedabad,2012-03-20,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,wickets,0,Rajasthan Royals,7,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
317,2012,Delhi,2012-03-08,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
318,2012,Lucknow,2012-05-27,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
319,2012,Kolkata,2012-04-22,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
320,2012,Bangalore,2012-04-01,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
321,2012,Ahmedabad,2012-04-25,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Gujarat Titans,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
322,2012,Delhi,2012-03-17,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
323,2012,Lucknow,2012-03-25,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
324,2013,Chennai,2013-04-24,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
325,2013,Jaipur,2013-04-27,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,wickets,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
326,2013,Ahmedabad,2013-03-26,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Gujarat Titans,40,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
327,2013,Hyderabad,2013-05-26,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,runs,0,Delhi Capitals,29,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
328,2013,Mumbai,2013-05-01,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,runs,0,Lucknow Super Giants,10,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
329,2013,Chennai,2013-05-18,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,runs,0,Chennai Super Kings,9,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
330,2013,Jaipur,2013-03-27,Rajasthan Royals,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
331,2013,Ahmedabad,2013-04-27,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,wickets,0,Gujarat Titans,8,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
332,2013,Hyderabad,2013-05-10,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,28,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
333,2013,Mumbai,2013-04-24,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,wickets,0,Lucknow Super Giants,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
334,2013,Chennai,2013-05-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
335,2013,Jaipur,2013-05-25,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,76,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
336,2013,Ahmedabad,2013-05-03,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
337,2013,Hyderabad,2013-05-16,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,wickets,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
338,2013,Mumbai,2013-05-22,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,runs,0,Mumbai Indians,10,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
339,2013,Chennai,2013-05-21,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,runs,0,Royal Challengers Bangalore,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
340,2013,Jaipur,2013-05-13,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,runs,0,Punjab Kings,33,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
341,2013,Ahmedabad,2013-05-26,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
342,2013,Hyderabad,2013-04-08,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,9,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
343,2013,Mumbai,2013-05-14,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,wickets,0,Mumbai Indians,8,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
344,2013,Chennai,2013-03-23,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,9,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
345,2013,Jaipur,2013-04-19,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,21,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
346,2013,Ahmedabad,2013-05-02,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,wickets,0,Gujarat Titans,8,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
347,2013,Hyderabad,2013-04-06,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,wickets,0,Delhi Capitals,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
348,2013,Mumbai,2013-05-10,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,runs,0,Lucknow Super Giants,40,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
349,2013,Chennai,2013-05-05,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,31,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
350,2013,Jaipur,2013-04-02,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,wickets,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
351,2013,Ahmedabad,2013-03-25,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,32,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
352,2013,Hyderabad,2013-05-15,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,9,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
353,2013,Mumbai,2013-03-10,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
354,2013,Chennai,2013-03-16,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,26,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
355,2013,Jaipur,2013-04-24,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,41,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
356,2013,Ahmedabad,2013-04-05,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
357,2013,Hyderabad,2013-05-21,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,wickets,0,Sunrisers Hyderabad,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
358,2013,Mumbai,2013-04-02,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Mumbai Indians,13,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
359,2013,Chennai,2013-05-13,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
360,2013,Jaipur,2013-04-07,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
361,2013,Ahmedabad,2013-03-14,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
362,2013,Hyderabad,2013-05-24,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
363,2013,Mumbai,2013-03-01,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,runs,0,Mumbai Indians,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
364,2013,Chennai,2013-04-07,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,wickets,0,Chennai Super Kings,5,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
365,2013,Jaipur,2013-04-27,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,runs,0,Rajasthan Royals,9,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
366,2013,Ahmedabad,2013-05-16,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,runs,0,Kolkata Knight Riders,13,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
367,2013,Hyderabad,2013-04-14,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,runs,0,Sunrisers Hyderabad,14,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
368,2013,Mumbai,2013-05-25,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,wickets,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
369,2013,Chennai,2013-04-12,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
370,2013,Jaipur,2013-03-20,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,wickets,0,Punjab Kings,7,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
371,2013,Ahmedabad,2013-05-12,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,runs,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
372,2013,Hyderabad,2013-03-22,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
373,2013,Mumbai,2013-05-03,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
374,2013,Chennai,2013-05-22,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,wickets,0,Chennai Super Kings,9,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
375,2013,Jaipur,2013-05-16,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,runs,0,Punjab Kings,2,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
376,2013,Ahmedabad,2013-04-15,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
377,2013,Hyderabad,2013-05-10,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
378,2013,Mumbai,2013-03-15,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,11,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
379,2013,Chennai,2013-05-19,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,runs,0,Chennai Super Kings,17,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
380,2013,Jaipur,2013-04-10,Rajasthan Royals,Punjab Kings,Punjab Kings,field,runs,0,Rajasthan Royals,35,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
381,2013,Ahmedabad,2013-05-13,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,8,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
382,2013,Hyderabad,2013-03-23,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,runs,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
383,2013,Mumbai,2013-03-04,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Mumbai Indians,12,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
384,2013,Chennai,2013-05-18,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
385,2013,Jaipur,2013-05-18,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
386,2013,Ahmedabad,2013-04-22,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,runs,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
387,2013,Hyderabad,2013-03-26,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,runs,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
388,2013,Mumbai,2013-03-07,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Mumbai Indians,8,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
389,2013,Chennai,2013-04-08,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,27,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
390,2013,Jaipur,2013-05-23,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,tie,0,Punjab Kings,0,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
391,2013,Ahmedabad,2013-03-16,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,runs,0,Gujarat Titans,49,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
